autor=kaelwu
home=73.4,2499.3999,16.5
Def=136.89999,2487.30005,16.5
Att=19.2,2515.0,16.5
Obszar=144.7,2529.1001,8.3,2476.1001
interior=0
Granat=1
Object=17060, 29.6, 2517.30005, 15.5, 0, 0, 88
Object=17060, 28.2, 2487.5, 15.5, 0, 0, 87.995
Object=17060, 124.7, 2517.80005, 15.7, 0, 0, 267.995
Object=17060, 123.2, 2488.19995, 15.5, 0, 0, 267.995
Object=13367, 75, 2522.80005, 27.5, 0, 0, 0
Object=13367, 73.5, 2482.8999, 27.5, 0, 0, 0
Object=14875, 43.5, 2508.59961, 16.3, 0, 0, 0
Object=14875, 53.8, 2513.8999, 16.3, 0, 0, 0
Object=14875, 47.7, 2492.30005, 16.3, 0, 0, 0
Object=14875, 45.4, 2484.80005, 16.3, 0, 0, 0
Object=14875, 57.5, 2482.69995, 16.3, 0, 0, 0
Object=14875, 63.6, 2493.8999, 16.3, 0, 0, 0
Object=14875, 62.6, 2507.69995, 16.3, 0, 0, 0
Object=14875, 47.6, 2500.30005, 16.3, 0, 0, 0
Object=14875, 37.2, 2519.1001, 16.3, 0, 0, 0
Object=14875, 36.1, 2518.19995, 17.3, 0, 0, 0
Object=14875, 87.5, 2515, 16.3, 0, 0, 0
Object=14875, 87.3, 2502, 16.3, 0, 0, 0
Object=14875, 89, 2486.19995, 16.3, 0, 0, 0
Object=14875, 103.6, 2483.80005, 16.3, 0, 0, 0
Object=14875, 97.8, 2493.69995, 16.3, 0, 0, 0
Object=14875, 107.3, 2499.19995, 16.3, 0, 0, 0
Object=14875, 98.9, 2505.69995, 16.3, 0, 0, 0
Object=14875, 110.9, 2509.1001, 16.3, 0, 0, 0
Object=14875, 100.2, 2510.8999, 16.3, 0, 0, 0
Object=14875, 114.2, 2518.5, 16.5, 0, 0, 0
Object=14875, 100.1, 2519.3999, 16.4, 0, 0, 0
Object=14875, 64.9, 2514.80005, 16.3, 0, 0, 0
Object=3515, 74.9, 2502.19995, 17.5, 0, 0, 0
