autor= .Kaen))
home= 2226.6489, 2407.6149, 1450.6999
Def= 2283.7901, 2405.3347, 1446.2156, 3, 3
Att= 2252.53245, 2409.68495, 1446.2170, 3, 3

interior= 1
Granat= 0
Object=19375, 2252.755859375, 2400.958984375, 1444.5870361328, 0, 90, 0
Object=19450, 2247.6591796875, 2400.9560546875, 1446.4229736328, 0, 0, 0
Object=19375, 2252.7548828125, 2391.3232421875, 1444.5870361328, 0, 90, 0
Object=19375, 2252.755859375, 2410.568359375, 1444.5870361328, 0, 90, 0
Object=19375, 2263.2529296875, 2410.5749511719, 1444.5870361328, 0, 90, 0
Object=19375, 2263.220703125, 2400.9404296875, 1444.5870361328, 0, 90, 0
Object=19375, 2263.2158203125, 2391.3125, 1444.5870361328, 0, 90, 0
Object=19450, 2247.6591796875, 2391.568359375, 1446.4229736328, 0, 0, 0
Object=19450, 2252.4169921875, 2386.8486328125, 1446.4229736328, 0, 0, 90
Object=19450, 2261.8520507813, 2386.8491210938, 1446.4229736328, 0, 0, 90
Object=19450, 2271.3798828125, 2386.8681640625, 1446.4229736328, 0, 0, 90
Object=19375, 2273.6640625, 2391.5986328125, 1444.5870361328, 0, 90, 0
Object=19375, 2273.6770019531, 2401.1818847656, 1444.5870361328, 0, 90, 0
Object=19375, 2273.716796875, 2410.7470703125, 1444.5870361328, 0, 90, 0
Object=19375, 2252.6989746094, 2420.1909179688, 1444.5870361328, 0, 90, 0
Object=19375, 2263.2001953125, 2420.1826171875, 1444.5870361328, 0, 90, 0
Object=19375, 2273.6760253906, 2420.1889648438, 1444.5870361328, 0, 90, 0
Object=19450, 2247.6591796875, 2410.076171875, 1446.4229736328, 0, 0, 0
Object=19450, 2252.2216796875, 2425.2451171875, 1446.4229736328, 0, 0, 90
Object=19450, 2261.7229003906, 2426.7451171875, 1446.4229736328, 0, 0, 90
Object=19450, 2271.0078125, 2426.748046875, 1446.4229736328, 0, 0, 90
Object=19450, 2247.6591796875, 2419.1171875, 1446.4229736328, 0, 0, 0
Object=19450, 2257.056640625, 2410.18359375, 1446.4229736328, 0, 0, 0
Object=19450, 2260.5478515625, 2410.18359375, 1446.4229736328, 0, 0, 0
Object=19450, 2265.2626953125, 2414.921875, 1446.4229736328, 0, 0, 90
Object=19450, 2270.9819335938, 2414.9299316406, 1446.4229736328, 0, 0, 90
Object=19450, 2278.5703125, 2421.3681640625, 1446.4229736328, 0, 0, 0
Object=19450, 2278.5439453125, 2412.3671875, 1446.4229736328, 0, 0, 0
Object=19450, 2265.1010742188, 2419.0520019531, 1446.4229736328, 0, 0, 90
Object=19388, 2257.060546875, 2416.60546875, 1446.4229736328, 0, 0, 0
Object=19450, 2257.0581054688, 2422.0710449219, 1446.4229736328, 0, 0, 0
Object=19388, 2258.7309570313, 2419.0520019531, 1446.4229736328, 0, 0, 90
Object=19450, 2270.7270507813, 2419.0520019531, 1446.4229736328, 0, 0, 90
Object=19388, 2276.9829101563, 2419.0520019531, 1446.4229736328, 0, 0, 90
Object=9339, 2266.1740722656, 2392.623046875, 1445.4720458984, 0, 90, 0
Object=9339, 2265.6379394531, 2392.623046875, 1444.8719482422, 0, 0, 0
Object=9339, 2266.7744140625, 2392.6220703125, 1444.8969726563, 0, 0, 0
Object=9339, 2266.185546875, 2375.7392578125, 1445.4720458984, 0, 90, 0
Object=9339, 2266.7568359375, 2375.8486328125, 1444.8719482422, 0, 0, 0
Object=9339, 2265.7370605469, 2376.2360839844, 1444.8719482422, 0, 0, 0
Object=19450, 2278.5439453125, 2391.59765625, 1446.4229736328, 0, 0, 0
