Att=-1861.3684,-2193.6345,83.0594,5,5
Def=-1776.8693,-1944.9174,96.5206,5,5
home=-1799.16381836,-2077.68334961,84.24729919
Obszar=-1692.6889,-1913.0852,-1918.9339,-2307.6972
Object=12857,-1799.71752930,-1996.54748535,85.34729767,358.00000000,0.00000000,0.00000000
Object=12857,-1799.60803223,-2037.74499512,85.94730377,1.00000000,0.00000000,0.00000000
Object=12857,-1799.16381836,-2077.68334961,84.24729919,5.00000000,0.00000000,0.00000000
Object=12857,-1799.08850098,-2118.40209961,80.04730225,6.99877930,0.00000000,0.00000000
Object=12857,-1798.80505371,-2156.76147461,75.29730225,6.99829102,0.00000000,0.00000000
Object=12857,-1798.78637695,-2176.01538086,72.99730682,6.99829102,0.00000000,0.00000000
Object=3279,-1816.80041504,-2180.75659180,75.97030640,0.00000000,0.00000000,0.00000000
Object=3279,-1780.17407227,-2179.96875000,68.70182800,0.00000000,0.00000000,0.00000000
Object=3279,-1817.72729492,-1990.87487793,83.98094940,0.00000000,0.00000000,180.54052734
Object=3279,-1780.33215332,-1994.10815430,83.28485107,0.00000000,0.00000000,180.54052734
Object=16093,-1801.21252441,-1958.68750000,95.78274536,0.00000000,0.00000000,0.00000000
Object=819,-1805.33471680,-2250.58251953,74.96113586,0.00000000,0.00000000,0.00000000
Object=819,-1805.61767578,-2246.45800781,73.83450317,0.00000000,0.00000000,0.00000000
Object=819,-1797.89270020,-2248.76635742,75.02906799,0.00000000,0.00000000,0.00000000
Object=819,-1794.31152344,-2253.29833984,74.80139160,0.00000000,0.00000000,0.00000000
Object=819,-1792.45922852,-2257.70825195,74.10823822,0.00000000,0.00000000,0.00000000
Object=819,-1791.90319824,-2260.91455078,72.69734192,0.00000000,0.00000000,0.00000000
Object=722,-1750.81652832,-2149.14111328,54.72191620,310.00000000,0.00000000,0.00000000
Object=880,-1779.81921387,-2027.92944336,72.49089050,0.00000000,0.00000000,0.00000000
Object=880,-1806.42553711,-2037.22766113,71.19070435,0.00000000,0.00000000,300.18017578
Object=17029,-1852.79199219,-2038.11352539,60.86210632,0.00000000,0.00000000,21.02053833
Object=791,-1886.08386230,-2156.29394531,75.17382050,358.00000000,0.00000000,0.00000000
Object=791,-1853.31445312,-2150.44921875,68.17382050,357.99499512,0.00000000,0.00000000
