autor= Stefan
Att=-2114.5085,-96.0636,35.3203,4,4
Def=-2175.0703,-262.2841,36.5156,4,4
Obszar=-2097.0920,-81.2766,-2201.1975,-280.6113
home=-2183.0642,-209.1559,36.5156
interior=0
Granat=1
Object=9245,-2102.849,-211.111,46.138,0.000,0.000,270.000,300.000
Object=9245,-2102.819,-230.611,46.138,0.000,0.000,270.000,300.000
Object=9245,-2102.779,-250.381,46.138,0.000,0.000,270.000,300.000
Object=9245,-2102.739,-270.411,46.138,0.000,0.000,270.000,300.000
Object=18245,-2119.034,-122.203,29.551,0.000,0.000,90.000,300.000
Object=3361,-2141.637,-271.539,36.306,0.000,0.000,0.000,300.000
Object=3361,-2149.631,-271.539,40.316,0.000,0.000,0.000,300.000
Object=19128,-2156.407,-271.994,43.988,37.299,-0.199,0.000,300.000
Object=1683,-2137.287,-188.229,32.267,0.000,30.000,540.000,300.000
Object=3594,-2156.573,-171.830,34.920,0.000,0.000,0.000,300.000
Object=3594,-2154.573,-171.830,34.920,0.000,0.000,0.000,300.000
Object=3594,-2152.573,-171.830,34.920,0.000,0.000,0.000,300.000
Object=3594,-2150.573,-171.830,34.920,0.000,0.000,0.000,300.000
Object=3594,-2150.573,-171.830,35.920,0.000,0.000,0.000,300.000
Object=3594,-2152.573,-171.830,35.920,0.000,0.000,0.000,300.000
Object=3594,-2152.573,-171.830,36.920,0.000,0.000,0.000,300.000
Object=3594,-2152.573,-171.830,37.920,0.000,0.000,0.000,300.000
Object=3594,-2150.573,-171.830,36.920,0.000,0.000,0.000,300.000
Object=3594,-2150.573,-171.830,37.920,0.000,0.000,0.000,300.000
Object=19456,-2155.381,-189.918,36.070,0.000,0.000,90.000,300.000
Object=3594,-2154.573,-171.830,37.920,0.000,0.000,0.000,300.000
Object=3594,-2156.573,-171.830,37.920,0.000,0.000,0.000,300.000
Object=19456,-2153.501,-194.808,36.070,0.000,0.000,180.000,300.000
Object=19456,-2163.111,-194.808,36.070,0.000,0.000,180.000,300.000
Object=19456,-2155.381,-199.538,36.070,0.000,0.000,90.000,300.000
Object=19410,-2161.588,-199.533,36.070,0.000,0.000,90.000,300.000
Object=1649,-2160.398,-199.615,35.420,0.000,0.000,0.000,300.000
Object=1649,-2160.398,-199.455,35.420,0.000,0.000,180.000,300.000
Object=18766,-2158.125,-197.036,37.320,90.000,0.000,180.000,300.000
Object=18766,-2158.125,-192.436,37.320,90.000,0.000,180.000,300.000
Object=19393,-2161.598,-189.915,36.060,0.000,0.000,90.000,300.000
Object=1502,-2162.385,-189.944,34.320,0.000,0.000,180.000,300.000
Object=1776,-2160.087,-199.036,35.320,0.000,0.000,180.000,300.000
Object=1726,-2157.239,-198.902,34.220,0.000,0.000,180.000,300.000
Object=1792,-2157.457,-189.612,35.750,0.000,0.000,0.000,300.000
Object=2232,-2156.052,-189.892,34.920,0.000,0.000,0.000,300.000
Object=2232,-2158.552,-189.892,34.920,0.000,0.000,0.000,300.000
Object=16151,-2154.551,-194.922,34.650,0.000,0.000,0.000,300.000
Object=2605,-2162.587,-198.419,34.700,0.000,0.000,450.000,300.000
Object=2669,-2098.575,-198.374,35.650,0.000,0.000,180.000,300.000
Object=2669,-2101.575,-198.374,35.650,0.000,0.000,180.000,300.000
Object=2669,-2104.575,-198.374,35.650,0.000,0.000,180.000,300.000
Object=2669,-2107.575,-198.374,35.650,0.000,0.000,180.000,300.000
Object=3566,-2123.793,-251.296,36.460,0.000,360.000,30.000,300.000
Object=3566,-2119.740,-243.457,36.460,0.000,360.000,30.000,300.000
Object=3566,-2128.973,-257.263,36.460,0.000,360.000,30.000,300.000
Object=3361,-2163.283,-168.715,36.239,0.000,0.000,166.700,300.000
Object=1225,-2161.749,-214.207,34.760,0.000,0.000,0.000,300.000
Object=1225,-2141.749,-194.207,34.760,0.000,0.000,0.000,300.000
Object=1225,-2131.749,-194.207,34.760,0.000,0.000,0.000,300.000
Object=1225,-2151.749,-214.207,34.760,0.000,0.000,0.000,300.000
Object=922,-2135.941,-225.980,35.147,0.000,0.000,0.000,300.000
Object=922,-2130.941,-225.980,35.147,0.000,0.000,0.000,300.000
Object=922,-2125.941,-225.980,35.147,0.000,0.000,0.000,300.000
Object=922,-2120.941,-225.980,35.147,0.000,0.000,0.000,300.000
Object=922,-2115.941,-225.980,35.147,0.000,0.000,0.000,300.000
Object=922,-2110.941,-225.980,35.147,0.000,0.000,0.000,300.000
Object=1607,-2129.986,-179.137,35.320,0.000,0.000,120.000,300.000
Object=13638,-2109.352,-171.041,36.680,0.000,0.000,350.000,300.000
Object=7905,-2125.828,-82.052,37.320,0.000,0.000,365.000,300.000
