autor=Stefan
home=2133.7920,497.1150,65.3473
Def=1388.5177,2188.6118,11.0234,3,3
Att=1307.2471,2112.6494,11.0156,3,3
Obszar=1417.6355,2224.5771,1294.0367,2098.7778
interior=0
Granat=1
Object=16501,1296.602,2195.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1296.602,2188.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1296.602,2181.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1296.602,2174.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1296.602,2167.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1296.602,2160.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1296.602,2153.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1296.602,2146.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1296.602,2139.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1296.602,2132.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1296.602,2125.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1296.602,2118.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1296.602,2111.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1296.602,2104.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1393.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1386.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1379.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1372.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1365.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1358.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1351.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1344.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1337.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1330.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1323.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1316.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1309.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1302.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1295.919,2099.789,17.224,0.000,0.000,90.000,300.000
Object=16501,1296.602,2097.610,17.283,0.000,0.000,0.000,300.000
Object=16501,1298.264,2102.370,17.208,0.000,0.000,40.000,300.000
Object=16501,1295.772,2201.610,17.283,20.000,0.000,0.000,300.000
Object=16501,1295.772,2207.610,19.483,20.000,0.000,0.000,300.000
Object=16501,1295.772,2213.610,21.683,20.000,0.000,0.000,300.000
Object=16501,1299.229,2217.212,24.630,0.000,0.000,270.000,300.000
Object=16501,1295.772,2218.610,23.503,20.000,0.000,0.000,300.000
Object=16501,1294.833,2202.176,17.283,0.000,0.000,30.000,300.000
Object=16501,1306.229,2217.212,24.630,0.000,0.000,270.000,300.000
Object=16501,1313.229,2217.212,24.630,0.000,0.000,270.000,300.000
