autor=Stefan
home=2133.7920,497.1150,65.3473
Def=2134.7532,464.2871,63.8234,3,3
Att=2131.0928,523.4866,63.8234,3,3
Obszar=2152.2952,539.3582,2110.5256,455.0359
interior=0
Granat=0
Object=16771,2131.364,475.845,69.378,0.000,0.000,0.000,300.000
Object=16771,2131.364,518.545,69.378,0.000,0.000,180.000,300.000
Object=3270,2136.661,449.159,59.743,0.000,1.599,-85.099,300.000
Object=3663,2149.973,461.179,63.903,0.000,-2.000,-0.499,300.000
Object=1227,2144.077,497.217,63.643,-22.400,0.000,180.000,300.000
Object=1227,2141.777,497.217,63.643,-22.400,0.000,180.000,300.000
Object=1227,2139.478,497.217,63.643,-22.400,0.000,180.000,300.000
Object=1227,2137.278,497.217,63.643,-22.400,0.000,180.000,300.000
Object=1227,2135.078,497.217,63.643,-22.400,0.000,180.000,300.000
Object=1227,2132.878,497.217,63.643,-22.400,0.000,180.000,300.000
Object=1227,2130.678,497.217,63.643,-22.400,0.000,180.000,300.000
Object=1227,2128.478,497.217,63.643,-22.400,0.000,180.000,300.000
Object=1227,2126.278,497.217,63.643,-22.400,0.000,180.000,300.000
Object=1227,2124.078,497.217,63.643,-22.400,0.000,180.000,300.000
Object=1227,2121.878,497.217,63.643,-22.400,0.000,180.000,300.000
Object=1227,2119.678,497.217,63.643,-22.400,0.000,180.000,300.000
Object=1227,2117.478,497.217,63.643,-22.400,0.000,180.000,300.000
Object=939,2133.974,498.315,61.055,0.000,-140.099,90.700,300.000
Object=939,2133.968,495.849,60.837,0.000,-140.099,270.700,300.000
Object=3279,2120.164,492.482,51.129,0.000,0.000,0.000,300.000
Object=3279,2142.164,501.982,51.129,0.000,0.000,180.000,300.000
Object=3865,2134.549,508.551,64.447,-12.799,-32.199,-9.800,300.000
Object=3573,2148.625,538.694,65.453,0.000,-18.399,91.200,300.000
Object=3573,2132.625,538.694,65.453,0.000,-18.399,91.200,300.000
Object=11088,2092.324,466.200,64.693,0.000,0.000,540.000,300.000
Object=3573,2113.625,538.694,65.453,0.000,-18.399,91.200,300.000
Object=3279,2118.663,468.482,51.729,0.000,0.000,0.000,300.000
Object=3761,2114.644,477.252,64.773,0.000,0.000,0.000,300.000
Object=3761,2114.644,483.142,63.763,0.000,0.000,0.000,300.000
Object=3761,2115.185,492.162,63.083,0.000,0.000,0.000,300.000
Object=13725,2133.546,478.212,53.793,0.000,0.000,0.000,300.000
Object=11427,2119.839,518.101,66.823,0.000,0.000,90.000,300.000
Object=11427,2142.930,518.101,66.823,0.000,0.000,90.000,300.000
